"ID","SEX","TYPEAREA","SEX.REPRO","REPRO.STATUS","AGE","PARASITE_STATUS","RBC","HGB","WBC","EOS.CNT","MONO.CNT","NUT.CNT","PL.CNT","LYMP.CNT"
"grlsNGNUZ033","Male","Rural","IntactMale","Intact",6,"Negative",5.3,12.6,11.5,805,345,4945,222,5405
"grlsSFAY9511","Female","Suburban","IntactFemale","Intact",6,"Negative",6.2,14.8,12.9,516,387,6966,227,5031
"grls2MCK5SAA","Male","Suburban","IntactMale","Intact",15,"Negative",6,15.9,10.8,216,216,6048,235,4320
"grlsCPOB0399","Male","Rural","IntactMale","Intact",22,"Negative",7,17.1,10.3,206,412,6283,181,3399
"grls3E6Q6J","Male","Urban","IntactMale","Intact",23,"Negative",8.1,18.5,9.7,291,291,6208,279,2910
"grls73NLQ722","Female","Rural","IntactFemale","Intact",11,"Positive",6.4,15.1,12.3,246,369,8733,334,2952
"grlsXI10FQTT","Female","Rural","IntactFemale","Intact",22,"Negative",5.9,14.2,17.5,875,700,11725,176,4200
"grls3I71NHGG","Female","Suburban","NeuteredFemale","Neutered",16,"Negative",6.9,17.1,9.5,285,380,6080,188,2755
"grlsH1FXQJZZ","Male","Suburban","IntactMale","Intact",14,"Negative",7.1,16.9,17.1,342,1026,11799,218,3933
"grlsH9DZUL00","Female","Rural","IntactFemale","Intact",11,"Negative",6.5,16.9,13.8,414,690,8694,394,4002
"grlsVBIR52YY","Male","Suburban","NeuteredMale","Neutered",24,"Negative",5.4,14.2,7.6,304,608,5852,186,836
"grlsM1TR82","Male","Rural","IntactMale","Intact",18,"Positive",7.1,17.4,10.8,216,1188,7668,137,1728
"grlsQWI05SVV","Male","Suburban","IntactMale","Intact",12,"Negative",5.8,14.1,11.9,119,833,6426,187,4522
"grlsT2P2TW66","Male","Suburban","NeuteredMale","Neutered",16,"Negative",6.5,15.8,9.7,485,291,4947,221,3977
"grls7LKAEOGG","Male","Suburban","NeuteredMale","Neutered",17,"Negative",7.9,18.8,9.3,93,279,6789,279,2139
"grlsPRKQET99","Female","Suburban","NeuteredFemale","Neutered",24,"Negative",6.2,15.3,9.2,368,552,5704,225,2576
"grlsVH0XGX22","Male","Suburban","NeuteredMale","Neutered",7,"Negative",6.5,14.9,11.5,345,690,7245,244,3220
"grls6TMBXLHH","Female","Rural","NeuteredFemale","Neutered",11,"Negative",6.8,16.6,9.6,288,480,6048,237,2784
"grlsPJP3KLUU","Male","Suburban","NeuteredMale","Neutered",14,"Negative",6.4,15.4,11,440,440,4730,283,5390
"grlsDK126FHH","Male","Suburban","IntactMale","Intact",14,"Negative",6.4,14.7,14.3,429,429,8437,150,5005
"grls40J3I655","Female","Suburban","NeuteredFemale","Neutered",25,"Negative",7.1,17.6,8.4,168,252,5712,255,2268
"grlsNV4UT1PP","Female","Rural","IntactFemale","Intact",16,"Negative",6.7,16.3,11.1,0,666,6771,269,3663
"grlsBSWQLPZZ","Female","Rural","IntactFemale","Intact",6,"Negative",5,11.6,7.7,154,308,4774,211,2464
"grls6NLQBLVV","Male","Suburban","NeuteredMale","Neutered",11,"Negative",6.8,17.4,10.3,412,412,6283,281,3193
"grlsXSQM6XGG","Male","Suburban","IntactMale","Intact",9,"Positive",6.3,15.3,13.3,266,532,7315,273,5054
"grls41BGRT33","Male","Suburban","IntactMale","Intact",7,"Negative",6.5,15.2,8.6,430,258,5246,308,2666
"grlsSSNHJHNN","Male","Suburban","NeuteredMale","Neutered",24,"Negative",7,16.8,6.3,315,126,4032,164,1827
"grlsH2QK8KK","Male","Suburban","IntactMale","Intact",7,"Positive",5.8,13.5,9.5,95,665,4370,212,4370
"grlsKJDUC6TT","Female","Rural","IntactFemale","Intact",16,"Negative",6,14.7,11,110,770,6600,288,3520
"grlsTHNYIQ99","Female","Rural","IntactFemale","Intact",23,"Negative",6.1,15.5,8.9,89,534,5785,244,2492
"grlsJ6NBWSJJ","Female","Rural","IntactFemale","Intact",8,"Negative",6.9,16.4,12.7,635,381,6350,254,5334
"grlsGR1G88RR","Male","Suburban","IntactMale","Intact",7,"Negative",6.3,15,11.9,357,357,8687,292,2499
"grlsTQ10NHH","Female","Suburban","NeuteredFemale","Neutered",10,"Negative",6.4,14.5,10.3,206,309,5253,307,4532
"grls2G0V1FEE","Female","Suburban","NeuteredFemale","Neutered",19,"Negative",6.9,17.4,6.3,1134,189,2898,243,2079
"grlsEC1UTZ11","Male","Suburban","NeuteredMale","Neutered",18,"Negative",6.4,16.7,8.1,324,162,4293,254,3321
"grlsLLH2XVSS","Female","Suburban","IntactFemale","Intact",20,"Negative",7.3,17.2,12.7,762,254,6731,323,4953
"grls92X9TK00","Female","Rural","IntactFemale","Intact",18,"Negative",6.5,16.6,10.9,1090,436,5341,263,4033
"grlsLXV06P11","Female","Suburban","IntactFemale","Intact",6,"Negative",4.9,12.9,10.1,303,303,5757,263,3737
"grlsHTSETU00","Male","Rural","IntactMale","Intact",16,"Negative",6.6,16.6,11.2,560,672,6496,255,3472
"grlsQPD5GNUU","Female","Suburban","NeuteredFemale","Neutered",10,"Negative",6.2,15.6,9.6,192,480,6144,205,2784
"grlsEO5YUP22","Female","Rural","IntactFemale","Intact",17,"Negative",6.6,16.5,9.2,276,368,6164,281,2392
"grlsHL9OSX55","Male","Rural","IntactMale","Intact",23,"Negative",7.3,17.5,7.5,0,150,5400,109,1950
"grlsVUK9FG77","Female","Rural","IntactFemale","Intact",20,"Negative",5.9,14.9,10.4,208,312,7176,237,2704
"grlsUAG8S7YY","Male","Suburban","IntactMale","Intact",6,"Negative",6.5,15.3,10.9,109,872,4905,235,5014
"grlsN6FF3KK","Female","Urban","NeuteredFemale","Neutered",10,"Negative",6.4,16.1,7.3,365,219,3504,228,3212
"grlsHLD5CNOO","Male","Rural","IntactMale","Intact",10,"Negative",6.7,16.7,9.9,99,792,5247,273,3762
"grlsX4N7HASS","Male","Suburban","IntactMale","Intact",8,"Negative",6.8,16.3,11.2,448,448,5488,208,4816
"grlsWU0HIATT","Male","Rural","IntactMale","Intact",10,"Negative",6.2,14.9,11.5,115,920,6900,217,3565
"grls6ZTQCTT","Female","Suburban","IntactFemale","Intact",6,"Negative",6,14.8,8.7,87,348,2697,208,5568
"grlsEN4PVQOO","Male","Rural","IntactMale","Intact",7,"Negative",6.5,16.5,14.2,426,568,7810,280,5396
"grlsI0RDZYGG","Male","Rural","IntactMale","Intact",6,"Negative",5.7,13.8,13.3,266,1064,7315,277,4655
"grlsL6EF95KK","Male","Suburban","IntactMale","Intact",11,"Negative",6.3,15.8,14,0,1260,6440,254,6300
"grlsLIS29PP","Female","Suburban","NeuteredFemale","Neutered",14,"Negative",5.5,13.9,10.7,1819,428,4601,221,3852
"grls8H964133","Male","Urban","IntactMale","Intact",6,"Positive",5.9,13.8,13.5,405,270,8100,304,4590
"grlsF6RLMICC","Male","Rural","IntactMale","Intact",7,"Negative",5.9,14.4,13.1,524,786,6681,258,5109
"grlsJ7BVMRZZ","Male","Suburban","IntactMale","Intact",23,"Negative",7.1,17,9.2,368,276,6348,245,2208
"grlsJHR2WCSS","Female","Urban","IntactFemale","Intact",13,"Negative",6,14.6,9.3,93,465,5208,249,3534
"grlsRCV90I33","Male","Rural","NeuteredMale","Neutered",21,"Negative",7.3,18.1,10.3,103,618,5665,287,3914
"grls8SLL4944","Female","Rural","NeuteredFemale","Neutered",16,"Negative",6.9,17.6,9.2,184,276,4416,320,4324
"grlsTIZONA99","Male","Rural","IntactMale","Intact",7,"Negative",6.1,14.4,11.8,354,354,4956,286,6136
"grlsYY0S6W44","Female","Rural","IntactFemale","Intact",6,"Positive",5.3,12.3,5.7,114,171,2907,267,2508
"grls81ROBXJJ","Female","Suburban","NeuteredFemale","Neutered",15,"Negative",6.8,15.7,6.8,272,204,3876,195,2448
"grls8B3WC3QQ","Female","Suburban","NeuteredFemale","Neutered",10,"Negative",6.8,16.7,9.8,294,294,4018,250,5194
"grls5K0U4OFF","Male","Suburban","IntactMale","Intact",8,"Negative",6.6,15.6,6.4,256,192,3648,141,2304
"grls0C1YSGAA","Female","Rural","NeuteredFemale","Neutered",24,"Negative",6.7,17,5.9,236,118,3717,219,1829
"grlsG9W7YYXX","Female","Suburban","IntactFemale","Intact",24,"Negative",6.5,16.5,11.9,595,357,6069,230,4879
"grlsLQKQCJZZ","Female","Suburban","IntactFemale","Intact",7,"Positive",6.9,16.7,12.2,122,732,6588,319,4758
"grlsOW1GMMNN","Female","Rural","IntactFemale","Intact",18,"Negative",5.9,14.8,12.2,854,244,7930,359,3172
"grlsR1SPBBYY","Male","Rural","IntactMale","Intact",19,"Negative",6.7,16.1,7.8,78,858,5070,204,1794
"grlsGGHFUQII","Male","Suburban","IntactMale","Intact",6,"Negative",6,13.7,14.8,1924,592,5772,255,6512
"grls35DUY0ZZ","Female","Urban","NeuteredFemale","Neutered",19,"Negative",6.7,16.7,7,210,280,4200,330,2310
"grlsBNXZJ7EE","Male","Rural","IntactMale","Intact",7,"Negative",6.1,14.7,11.8,708,472,5546,212,5074
"grlsYKNM1WW","Male","Suburban","IntactMale","Intact",8,"Negative",6.4,15.5,9.5,190,380,4655,344,4275
"grlsYFWBND88","Female","Rural","IntactFemale","Intact",12,"Negative",6.3,16.1,10.1,606,303,5252,278,3939
"grlsJBDTTSS","Female","Rural","IntactFemale","Intact",26,"Negative",5.9,14.8,15.2,760,760,8816,421,4864
"grlsEHGJES55","Male","Suburban","IntactMale","Intact",7,"Negative",7,16.6,12.5,250,375,6750,291,5125
"grls0YCT0XEE","Male","Urban","NeuteredMale","Neutered",12,"Negative",6.6,16.3,9.3,558,279,5859,241,2604
"grlsQ52HO0","Female","Urban","IntactFemale","Intact",7,"Negative",6,14.2,13.4,402,402,6834,294,5762
"grlsDUDE92ZZ","Male","Suburban","IntactMale","Intact",6,"Negative",6.4,14.1,7.5,150,150,3600,284,3600
"grlsJUPGL5BB","Female","Suburban","NeuteredFemale","Neutered",21,"Negative",6.7,16.6,9.1,819,364,4732,259,3185
"grlsCLJALMHH","Female","Suburban","IntactFemale","Intact",6,"Negative",5.5,13.6,7.3,146,292,3577,237,3285
"grlsHF70NIII","Male","Suburban","IntactMale","Intact",6,"Negative",6.2,15.1,8.7,348,174,4785,259,3393
"grlsCPU9VZJJ","Female","Rural","IntactFemale","Intact",12,"Negative",6.4,15.8,15.8,1896,474,10744,244,2686
"grlsLFULS700","Female","Suburban","IntactFemale","Intact",7,"Negative",6,14.9,12.5,500,500,7875,251,3625
"grlsAT76IAA","Female","Suburban","NeuteredFemale","Neutered",7,"Negative",6.6,16.3,11,220,330,7150,354,3300
"grlsZSMLMUPP","Male","Rural","IntactMale","Intact",6,"Negative",6,14.6,8.7,87,783,4176,212,3654
"grlsJR7RHDYY","Female","Rural","IntactFemale","Intact",9,"Negative",6.5,15.4,13.9,695,556,6950,327,5699
"grls8CYZW2VV","Female","Rural","IntactFemale","Intact",25,"Negative",6.5,16,10.5,315,315,6930,553,2940
"grls7ZH3Y8BB","Female","Rural","IntactFemale","Intact",7,"Negative",6.1,14.8,12.7,254,381,7112,448,4953
"grlsKW598GUU","Male","Suburban","NeuteredMale","Neutered",14,"Negative",7.2,17.3,10.2,204,408,6528,288,3060
"grls3I2UQLDD","Female","Suburban","NeuteredFemale","Neutered",8,"Negative",6.5,15.5,6.3,126,252,3213,295,2709
"grlsZ621CMM","Female","Rural","NeuteredFemale","Neutered",6,"Negative",6.1,14.2,12.2,0,1220,5978,286,5002
"grls5AEVL2JJ","Female","Rural","IntactFemale","Intact",10,"Negative",7.1,16.7,11.3,113,339,5763,263,5085
"grls63ITE4KK","Female","Urban","IntactFemale","Intact",8,"Negative",5.8,13.9,9.9,495,297,4752,265,4356
"grlsV0UTT8EE","Female","Suburban","NeuteredFemale","Neutered",16,"Negative",7.6,18.7,9,90,270,5490,330,3150
"grlsCD3EHDZZ","Male","Suburban","NeuteredMale","Neutered",25,"Negative",6.1,16.1,11.7,0,117,10179,187,1404
"grlsMJNP84JJ","Male","Urban","IntactMale","Intact",14,"Negative",7.6,18.2,11.1,777,444,5328,242,4551
"grlsSZWUUXUU","Female","Rural","NeuteredFemale","Neutered",17,"Positive",6.9,17.8,13.3,266,1330,5719,250,5985
"grls52T7KVUU","Female","Suburban","NeuteredFemale","Neutered",15,"Negative",7.2,17.8,6.2,62,124,3038,238,2976
"grlsU7K9XQ11","Male","Rural","IntactMale","Intact",10,"Negative",6.4,15.7,13.9,0,834,9174,206,3892
"grlsLPHY9WW","Female","Urban","NeuteredFemale","Neutered",25,"Negative",7.1,17.3,8.7,261,261,4785,316,3393
"grls31GREDLL","Male","Suburban","NeuteredMale","Neutered",23,"Negative",6.9,17.1,7.3,511,219,3504,155,3066
"grls81IZ2ZRR","Female","Urban","NeuteredFemale","Neutered",16,"Positive",7,17.3,6.4,128,192,3328,199,2688
"grlsPJLBR00","Male","Rural","NeuteredMale","Neutered",30,"Negative",6.7,16.5,11.3,113,565,9153,234,1469
"grlsS7AZ3O33","Female","Suburban","IntactFemale","Intact",11,"Negative",5,12.2,9,360,360,4770,290,3510
"grls9VGH9WKK","Male","Suburban","IntactMale","Intact",15,"Negative",NA,NA,NA,NA,NA,NA,NA,NA
"grlsXNWIIR22","Male","Suburban","NeuteredMale","Neutered",24,"Negative",6.8,17.3,5.6,224,168,3528,224,1680
"grlsLEL2TR77","Female","Suburban","NeuteredFemale","Neutered",18,"Negative",6.5,15.5,6.2,372,124,3720,153,1984
"grlsRSFVQY99","Female","Rural","IntactFemale","Intact",6,"Negative",7,16.3,11,330,220,6270,285,4180
"grlsM1IE4PUU","Female","Rural","NeuteredFemale","Neutered",7,"Negative",6.9,17.4,12.9,774,516,7869,252,3741
"grlsLOD261WW","Female","Suburban","IntactFemale","Intact",6,"Negative",5.6,13.3,11.1,111,555,5883,328,4551
"grlsCCG2I3EE","Male","Rural","IntactMale","Intact",14,"Negative",6,13.9,6.5,325,130,3965,286,2080
"grlsLLM6JK33","Male","Suburban","IntactMale","Intact",24,"Negative",7,17.7,6.2,62,434,3844,182,1860
"grlsHXB7BKTT","Male","Rural","IntactMale","Intact",7,"Negative",6.2,15.5,14.5,290,580,10295,287,3335
"grlsHFIF9I22","Male","Suburban","IntactMale","Intact",14,"Negative",6.3,14.9,13.4,402,536,7102,320,5360
"grlsBAR8INCC","Female","Urban","IntactFemale","Intact",11,"Positive",7.2,16.7,16.2,162,972,11826,459,3240
"grlsMFNUID33","Female","Rural","IntactFemale","Intact",7,"Negative",6.1,14.4,12.2,1220,488,4758,332,5734
"grlsI46Y0RZZ","Male","Suburban","NeuteredMale","Neutered",10,"Negative",6.4,15.4,11.4,114,1026,5016,248,5244
"grlsQO2Z3VII","Male","Suburban","IntactMale","Intact",11,"Negative",7.7,19,13.8,138,276,9522,199,3864
"grlsR4B2BTJJ","Male","Rural","IntactMale","Intact",7,"Negative",5.1,12.1,8,320,320,3040,127,4320
"grlsXJJYJX77","Female","Rural","IntactFemale","Intact",14,"Negative",6,15.3,10.3,412,309,6386,336,3193
"grlsU3Y3B3WW","Male","Rural","IntactMale","Intact",14,"Positive",6.4,16.1,13.8,1656,552,8280,346,3312
"grlsBFQIWUMM","Male","Suburban","NeuteredMale","Neutered",23,"Positive",6.1,14.9,8.8,264,352,4136,247,4048
"grlsWT8OIZZZ","Female","Suburban","IntactFemale","Intact",17,"Negative",6,15.7,8,320,240,4640,245,2800
"grlsXC3VFX77","Male","Urban","NeuteredMale","Neutered",8,"Negative",5.7,14.4,13.4,402,536,6700,249,5762
"grls69OEY100","Female","Rural","IntactFemale","Intact",13,"Positive",7.6,18.2,11.8,354,354,8024,242,3068
"grlsHNVCL3TT","Male","Suburban","IntactMale","Intact",11,"Negative",6.6,15.8,10,0,900,5500,229,3600
"grlsLHBQV33","Male","Suburban","NeuteredMale","Neutered",20,"Negative",6.5,15.6,7.9,474,237,3871,231,3318
"grlsCZWY5277","Female","Rural","IntactFemale","Intact",10,"Negative",6.5,15.9,11.4,228,570,6840,253,3762
"grls7DIQZ866","Male","Suburban","NeuteredMale","Neutered",21,"Negative",6.8,16.3,6.6,792,198,2310,247,3300
"grls75UON7VV","Male","Suburban","NeuteredMale","Neutered",24,"Negative",5.3,13.5,4.1,41,205,1599,166,2255
"grls8VHISVYY","Male","Suburban","NeuteredMale","Neutered",25,"Negative",5.3,13.1,6.7,335,134,4690,205,1541
"grls2XGEZCC","Male","Suburban","NeuteredMale","Neutered",12,"Negative",6.4,15.7,10.8,216,432,5616,223,4536
"grlsX277Y1GG","Male","Rural","IntactMale","Intact",12,"Negative",6,15.3,12.7,762,508,8255,247,3175
"grls9UIMNCJJ","Female","Rural","IntactFemale","Intact",19,"Negative",6.8,16.1,9.3,558,279,4743,213,3720
"grlsXH96IWEE","Male","Suburban","NeuteredMale","Neutered",7,"Negative",NA,NA,NA,NA,NA,NA,NA,NA
"grlsAC0D6488","Male","Rural","NeuteredMale","Neutered",7,"Negative",6.2,15.1,11.1,0,1221,6660,278,3219
"grlsYFLNL9WW","Male","Urban","IntactMale","Intact",16,"Negative",5.9,15.1,13.2,132,660,9240,226,3168
"grlsE9TRQCQQ","Female","Rural","IntactFemale","Intact",22,"Negative",6.4,16,11.8,1416,354,7670,335,2360
"grlsNLA1YVWW","Female","Rural","IntactFemale","Intact",11,"Negative",6.1,15,15,150,1200,8550,302,5100
"grlsSJBWAI","Female","Rural","NeuteredFemale","Neutered",15,"Negative",7.1,17.7,9.4,376,282,5076,181,3572
"grlsW10MD0NN","Male","Suburban","NeuteredMale","Neutered",19,"Negative",7.7,18.4,7.7,154,154,4543,253,2849
"grlsYID06966","Male","Rural","IntactMale","Intact",25,"Negative",7.7,18.8,9,270,180,5670,175,2880
"grlsNWQLV911","Male","Suburban","NeuteredMale","Neutered",17,"Negative",6.7,17.5,9.5,380,380,6270,255,2375
"grlsALG7L6EE","Male","Suburban","IntactMale","Intact",8,"Negative",5.9,13.7,8.1,81,648,4860,303,2511
"grlsV1BY0FBB","Female","Rural","NeuteredFemale","Neutered",11,"Negative",6.2,15.7,8.7,174,261,5133,294,3132
"grls67WPRHYY","Male","Suburban","IntactMale","Intact",22,"Negative",6.7,17.1,7.6,76,456,5472,262,1596
"grlsSVE0BJPP","Female","Suburban","IntactFemale","Intact",8,"Negative",5.8,13.6,16.9,169,1014,9802,267,5915
"grlsIZERCUKK","Male","Suburban","IntactMale","Intact",14,"Negative",7.6,17.9,11.2,336,448,6608,185,3808
"grlsZPSKL3JJ","Male","Suburban","NeuteredMale","Neutered",18,"Negative",7,16.7,9.2,276,184,5152,199,3588
"grlsD2UEU522","Male","Urban","NeuteredMale","Neutered",10,"Positive",5.7,14.3,10.7,535,535,5671,203,3959
"grls1L6U61SS","Male","Rural","NeuteredMale","Neutered",6,"Negative",6,13.7,13.7,137,822,7535,256,5069
"grlsGOGQD1JJ","Female","Suburban","IntactFemale","Intact",21,"Negative",6.6,15.4,9.2,184,276,5704,291,3036
"grlsDYWJHX99","Female","Suburban","IntactFemale","Intact",19,"Negative",6.5,15.3,12.1,121,1089,7502,347,3388
"grls79DLVC77","Female","Suburban","NeuteredFemale","Neutered",17,"Negative",6.2,15.7,6.7,268,201,3752,160,2479
"grls04O1IQ00","Female","Suburban","IntactFemale","Intact",6,"Positive",5.8,14.4,7.2,144,504,3816,297,2736
"grlsV8FJDD22","Male","Suburban","IntactMale","Intact",6,"Negative",5.4,12.9,9.9,297,396,6138,238,3069
"grlsK84M6ENN","Female","Suburban","IntactFemale","Intact",18,"Negative",7.1,17.6,8.1,486,162,4698,229,2754
"grlsZP2OXS55","Female","Suburban","IntactFemale","Intact",19,"Negative",6.3,15.4,9.1,91,728,5460,230,2821
"grlsWIH4ZJ11","Female","Rural","IntactFemale","Intact",24,"Negative",7.8,19.1,5.4,702,162,2538,59,1998
"grlsL428H277","Male","Rural","IntactMale","Intact",8,"Negative",5.9,15,9.5,380,380,5130,185,3610
"grlsPYD0T2BB","Male","Suburban","NeuteredMale","Neutered",20,"Negative",7,16.4,10.3,103,309,7931,231,1957
"grlsSDY9YAFF","Male","Suburban","NeuteredMale","Neutered",24,"Negative",7.7,18.3,8.6,344,344,5590,147,2322
"grlsCJGY1Z99","Female","Suburban","IntactFemale","Intact",16,"Negative",6.4,16.2,9.9,594,297,4851,243,4059
"grls4XHMR99","Female","Suburban","IntactFemale","Intact",9,"Negative",6.7,15.6,9.3,279,279,4464,278,4278
"grls2C2PTLPP","Female","Rural","IntactFemale","Intact",15,"Negative",6,15,9.5,475,285,5225,272,3515
"grlsC9WEFL11","Female","Suburban","IntactFemale","Intact",6,"Negative",6,14.4,10.2,102,306,6018,334,3774
"grlsGNSPADYY","Male","Suburban","NeuteredMale","Neutered",15,"Negative",7.4,18.7,9.9,396,297,4950,256,4257
"grls5TTBTYY","Male","Suburban","NeuteredMale","Neutered",21,"Negative",6.4,15.4,6.3,315,126,3654,158,2205
"grlsN09TPIMM","Male","Suburban","NeuteredMale","Neutered",22,"Negative",7.4,18.4,8.4,84,672,4620,255,3024
"grls4PEV98TT","Female","Urban","NeuteredFemale","Neutered",23,"Negative",7.2,18.9,6.5,65,195,3575,246,2665
"grls5KFD0PNN","Female","Rural","IntactFemale","Intact",16,"Negative",6,15.4,19.9,0,1592,14527,402,3781
"grlsEORZPA88","Female","Suburban","NeuteredFemale","Neutered",15,"Negative",7,18,8.1,729,405,4050,163,2916
"grls48JENUHH","Female","Rural","IntactFemale","Intact",20,"Negative",4.9,12.2,6.7,469,134,4489,69,1608
"grls64EPIG88","Female","Suburban","NeuteredFemale","Neutered",10,"Negative",6,14.7,9.1,91,637,3913,252,4459
"grls8XUFKT22","Female","Rural","IntactFemale","Intact",22,"Negative",6.1,15,8.7,0,1044,5046,382,2610
"grls80B7G5OO","Male","Suburban","IntactMale","Intact",16,"Negative",7,16.6,13.7,137,1096,7124,280,5343
"grlsVEATHNJJ","Male","Suburban","IntactMale","Intact",6,"Negative",5.6,13.7,12.5,250,375,7500,271,4250
"grlsLWVGDNDD","Female","Suburban","IntactFemale","Intact",11,"Negative",6.3,15.9,11,0,880,6160,390,3960
"grlsIRNI2MQQ","Female","Suburban","IntactFemale","Intact",6,"Negative",6.2,15.7,7.4,296,296,4588,268,2220
"grlsFD8LVQNN","Female","Suburban","NeuteredFemale","Neutered",11,"Negative",7.4,18.5,12.2,122,488,7808,216,3782
"grls1GO7OVJJ","Female","Suburban","IntactFemale","Intact",16,"Negative",6.8,15.6,9.5,95,570,7030,232,1805
"grlsD6LX6AXX","Female","Rural","IntactFemale","Intact",11,"Negative",5.8,14.8,9.3,465,279,4464,297,4092
"grls5WX99411","Male","Suburban","IntactMale","Intact",17,"Positive",7,16.3,13,260,260,8710,169,3770
"grls4S74XVPP","Male","Suburban","NeuteredMale","Neutered",16,"Negative",6.9,17.1,14.2,284,426,8946,167,4544
"grlsKXF1CG11","Male","Suburban","IntactMale","Intact",6,"Negative",6,14.3,9.4,470,376,4794,202,3760
"grlsWYYDW7TT","Female","Suburban","NeuteredFemale","Neutered",24,"Negative",6.6,16.1,13,130,520,7150,265,5200
"grlsLOMQBXZZ","Male","Rural","IntactMale","Intact",15,"Positive",6.6,16.9,13,1430,780,7930,258,2860
"grlsHRHVYENN","Male","Suburban","NeuteredMale","Neutered",23,"Negative",6.2,14.7,9,630,180,4680,238,3510
"grls2UBPOZ","Female","Rural","IntactFemale","Intact",16,"Negative",6.4,16.1,11.1,333,333,5439,224,4995
"grls2GVZEY99","Female","Suburban","IntactFemale","Intact",6,"Positive",6.5,15.6,12.4,372,372,7564,234,4092
"grlsQOZ5CYTT","Male","Suburban","IntactMale","Intact",11,"Negative",6.3,16,8.8,704,352,4928,218,2816
"grls056TCYEE","Female","Suburban","IntactFemale","Intact",13,"Negative",6.6,16.1,12,840,360,6360,440,4440
"grlsCY2LWWTT","Male","Suburban","IntactMale","Intact",23,"Negative",7,17.4,7.3,146,803,3942,93,2336
"grlsJ8GW5GBB","Male","Suburban","NeuteredMale","Neutered",23,"Negative",6.6,17,6,420,180,2880,165,2520
"grls908SFTT","Female","Suburban","IntactFemale","Intact",6,"Negative",5.5,13.2,12.4,248,620,7068,256,4464
"grlsPHP5TVTT","Female","Rural","IntactFemale","Intact",15,"Negative",6.2,14.7,12.9,516,387,5805,288,6192
"grlsHJVCGCQQ","Female","Urban","NeuteredFemale","Neutered",6,"Negative",5.5,13.6,9.1,364,455,3731,269,4550
"grlsAR4XMH00","Male","Rural","IntactMale","Intact",23,"Negative",7.1,18.1,11.5,345,345,7935,343,2875
"grlsKY7MW200","Male","Suburban","NeuteredMale","Neutered",9,"Negative",5.9,14.6,13.2,528,660,8052,204,3960
"grlsGYJYDRBB","Male","Suburban","IntactMale","Intact",17,"Negative",6.9,16.2,9.5,285,285,6175,309,2755
"grlsPL19YDHH","Female","Rural","IntactFemale","Intact",13,"Negative",5.6,14.2,13.1,1179,393,7598,379,3930
"grlsXRMCGIKK","Female","Suburban","NeuteredFemale","Neutered",15,"Negative",6.2,14.6,8.6,430,258,4902,205,3010
"grls93RRG9VV","Female","Rural","IntactFemale","Intact",28,"Negative",5.8,14.1,9.5,95,665,5985,410,2755
"grlsKUEUNUEE","Female","Rural","NeuteredFemale","Neutered",23,"Negative",6.6,16.9,8.9,89,979,5874,134,1958
"grls6ZMXKHGG","Female","Urban","IntactFemale","Intact",6,"Negative",6.2,14.2,11,220,330,5720,378,4730
"grlsJJI3UZZ","Male","Rural","IntactMale","Intact",6,"Negative",5.9,13.6,9.8,392,294,4704,254,4410
"grls55LQIG66","Male","Rural","IntactMale","Intact",8,"Negative",6.8,17,14.1,282,1128,8319,322,4371
"grlsAG62ARQQ","Female","Suburban","NeuteredFemale","Neutered",18,"Negative",6.8,16.2,7.3,0,584,3796,280,2920
"grlsFJCZDEAA","Male","Suburban","IntactMale","Intact",6,"Negative",5.4,12.7,9.1,910,364,5369,195,2457
"grlsCS2D2W88","Male","Suburban","NeuteredMale","Neutered",16,"Negative",7.1,17.1,14.6,146,730,11096,267,2628
"grlsVX7VGDWW","Female","Rural","NeuteredFemale","Neutered",20,"Negative",7.3,17.9,7.9,553,316,3713,193,3318
"grlsY3FOVPJJ","Female","Rural","NeuteredFemale","Neutered",17,"Negative",7.1,16.6,6.6,264,198,3102,292,3036
"grlsD2EUN3FF","Female","Suburban","NeuteredFemale","Neutered",18,"Negative",7.5,18.4,10.6,636,530,5936,310,3498
"grlsJTJ5IIMM","Male","Suburban","NeuteredMale","Neutered",13,"Negative",6.8,17.7,7,420,140,3430,285,3010
"grls3N5D0C33","Female","Suburban","IntactFemale","Intact",6,"Negative",6.2,14.7,9.2,460,368,5980,157,2392
"grls1P46DHYY","Female","Suburban","IntactFemale","Intact",6,"Negative",5.6,13.5,8,160,240,3920,229,3680
"grls4ZXH6D33","Female","Suburban","IntactFemale","Intact",23,"Negative",5.9,13.9,10.4,208,312,6032,205,3848
"grls0TA2I2SS","Male","Suburban","IntactMale","Intact",21,"Negative",8.2,19.2,10.3,309,309,6489,213,3193
"grls8SZ0PLUU","Female","Suburban","NeuteredFemale","Neutered",17,"Negative",7.1,17.5,6.7,402,201,3417,232,2680
"grlsPQ4WE311","Female","Suburban","IntactFemale","Intact",7,"Negative",5.6,14.3,7.5,75,525,3975,234,2925
"grlsMU6JQ8HH","Male","Suburban","IntactMale","Intact",6,"Negative",6.6,14.6,8.9,356,356,3827,338,4361
"grlsFK1K1D00","Male","Rural","IntactMale","Intact",6,"Positive",5.4,13.1,14.7,588,441,6321,186,7203
"grlsE8RVQB00","Male","Suburban","NeuteredMale","Neutered",24,"Negative",7.1,17.7,11,110,770,6050,267,4070
"grls9HB14OLL","Female","Rural","NeuteredFemale","Neutered",6,"Negative",5.8,13.7,11.1,0,1776,5772,254,3552
